,Unnamed: 0,Location,Carpet_Area,Bedrooms,Bathrooms,Balconies,PricePerSqft,Transaction_Type,Totals_Floors,PropertyOnFloor,Furnishing,AgeofConstruction,Amenities,Price,New_Furnishing
7044,7044,kharghar,1010.0,2.0,2,2.0,8614,Resale ,13,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8700140.0,Unfurnished
7045,7045,panvel,809.0,2.0,2,2.0,8035,Resale ,3,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6500315.0,Unfurnished
7046,7046,panvel,1250.0,2.0,2,2.0,9600,Resale ,14,2,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",12000000.0,Unfurnished
7047,7047,panvel,672.0,1.0,1,1.0,4911,Resale ,3,2,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3300192.0,Unfurnished
7048,7048,kharghar,558.0,1.0,1,1.0,9857,Resale ,7,0,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500206.0,Unfurnished
7049,7049,kharghar,1700.0,2.0,2,2.0,8235,Resale ,7,7,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13999500.0,Unfurnished
7050,7050,kharghar,600.0,1.0,1,1.0,9167,Resale ,4,3,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500200.0,Semi-Furnished
7051,7051,kharghar,1500.0,3.0,3,3.0,12667,Resale ,7,6,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",19000500.0,Unfurnished
7052,7052,kharghar,670.0,1.0,1,1.0,6866,Resale ,4,4,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4600220.0,Unfurnished
7053,7053,kharghar,530.0,1.0,1,0.0,6604,Resale ,5,3,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3500120.0,Unfurnished
7054,7054,kharghar,2880.0,6.0,6,6.0,14688,Resale ,21,7,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",42301440.0,Semi-Furnished
7055,7055,kharghar,1000.0,2.0,2,2.0,13000,Resale ,7,1,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13000000.0,Semi-Furnished
7056,7056,kharghar,1150.0,2.0,2,2.0,7391,Resale ,14,13,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8499650.0,Unfurnished
7057,7057,kharghar,900.0,2.0,2,1.0,12222,Resale ,15,6,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10999800.0,Unfurnished
7058,7058,kharghar,1350.0,2.0,2,2.0,6667,Resale ,6,6,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9000450.0,Unfurnished
7059,7059,airoli,625.0,1.0,1,2.0,8000,Resale ,16,9,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",5000000.0,Unfurnished
7060,7060,kharghar,625.0,1.0,1,2.0,11360,Resale ,7,3,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7100000.0,Unfurnished
7061,7061,kharghar,827.0,2.0,2,2.0,12696,Resale ,7,7,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10499592.0,Unfurnished
7062,7062,kharghar,2700.0,3.0,3,3.0,8889,Resale ,14,2,Semi-Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",24000300.0,Semi-Furnished
7063,7063,kharghar,1500.0,3.0,3,3.0,11000,Resale ,14,7,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",16500000.0,Unfurnished
7064,7064,kharghar,1140.0,2.0,2,2.0,12719,Resale ,12,11,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14499660.0,Unfurnished
7065,7065,kharghar,670.0,1.0,1,1.0,8209,Resale ,7,6,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500030.0,Unfurnished
7066,7066,kharghar,650.0,1.0,1,1.0,8923,Resale ,7,6,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5799950.0,Unfurnished
7067,7067,kharghar,921.0,2.0,2,2.0,8035,Resale ,12,8,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7400235.0,Unfurnished
7068,7068,panvel,700.0,1.0,1,1.0,8000,Resale ,10,6,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5600000.0,Unfurnished
7069,7069,ulwe,1134.0,2.0,2,2.0,7672,New Property ,12,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8700048.0,Unfurnished
7070,7070,kharghar,1050.0,2.0,2,2.0,8571,Resale ,14,10,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8999550.0,Unfurnished
7071,7071,kharghar,850.0,2.0,2,2.0,8706,Resale ,7,7,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7400100.0,Unfurnished
7072,7072,kharghar,1176.0,3.0,3,2.0,12330,Resale ,8,6,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14500080.0,Unfurnished
7073,7073,kharghar,1515.0,3.0,3,3.0,10561,Resale ,15,4,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15999915.0,Semi-Furnished
7074,7074,kharghar,1083.0,2.0,2,2.0,9234,Resale ,7,5,Unfurnished,14.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000422.0,Unfurnished
7075,7075,kharghar,1100.0,2.0,2,2.0,6618,Resale ,7,3,Semi-Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7279800.0,Semi-Furnished
7076,7076,kharghar,588.0,1.0,1,1.0,7993,Resale ,4,4,Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4699884.0,Furnished
7077,7077,kharghar,1447.0,3.0,3,0.0,9330,Resale ,7,1,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13500510.0,Semi-Furnished
7078,7078,kharghar,1115.0,2.0,2,2.0,7982,Resale ,7,2,Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8899930.0,Furnished
7079,7079,navade,649.0,1.0,1,1.0,5393,Resale ,7,3,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3500057.0,Unfurnished
7080,7080,kharghar,534.0,1.0,1,1.0,10300,Resale ,4,1,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500200.0,Semi-Furnished
7081,7081,kharghar,1070.0,2.0,2,0.0,9159,Resale ,19,18,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9800130.0,Unfurnished
7082,7082,kharghar,1005.0,2.0,2,2.0,7960,Resale ,4,2,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7999800.0,Unfurnished
7083,7083,kharghar,1466.0,3.0,3,3.0,16371,Resale ,23,21,Unfurnished,2.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",23999886.0,Unfurnished
7084,7084,kharghar,1030.0,2.0,2,2.0,8252,Resale ,4,3,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8499560.0,Semi-Furnished
7085,7085,kharghar,916.0,2.0,2,2.0,16376,Resale ,7,6,Semi-Furnished,17.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15000416.0,Semi-Furnished
7086,7086,kharghar,685.0,1.0,1,1.0,9489,Resale ,15,3,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6499965.0,Semi-Furnished
7087,7087,kharghar,1450.0,3.0,3,4.0,6897,Resale ,13,11,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000650.0,Unfurnished
7088,7088,kharghar,1538.0,3.0,2,3.0,6502,Resale ,13,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000076.0,Unfurnished
7089,7089,kharghar,1850.0,3.0,3,3.0,11351,Resale ,17,10,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",20999350.0,Unfurnished
7090,7090,kharghar,603.0,1.0,1,1.0,9950,Resale ,3,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5999850.0,Semi-Furnished
7091,7091,kharghar,1850.0,4.0,4,4.0,13135,Resale ,21,20,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",24299750.0,Unfurnished
7092,7092,kharghar,1050.0,2.0,2,2.0,8571,Resale ,14,8,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8999550.0,Unfurnished
7093,7093,kharghar,1050.0,2.0,2,2.0,8095,Resale ,14,0,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8499750.0,Unfurnished
7094,7094,kharghar,1113.0,2.0,2,2.0,6469,Resale ,7,3,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7199997.0,Semi-Furnished
7095,7095,kharghar,852.0,2.0,2,2.0,13146,Resale ,3,3,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11200392.0,Unfurnished
7096,7096,kharghar,350.0,0.5,1,1.0,10286,Resale ,4,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3600100.0,Semi-Furnished
7097,7097,kharghar,900.0,2.0,2,2.0,10000,New Property ,40,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9000000.0,Unfurnished
7098,7098,kharghar,692.0,1.0,1,1.0,10838,Resale ,13,13,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7499896.0,Unfurnished
7099,7099,kharghar,1180.0,2.0,2,2.0,8051,Resale ,13,7,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9500180.0,Unfurnished
7100,7100,ghansoli,1125.0,2.0,2,2.0,9778,Resale ,15,8,Semi-Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",11000250.0,Semi-Furnished
7101,7101,kharghar,824.0,2.0,2,2.0,8252,Resale ,4,1,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6799648.0,Unfurnished
7102,7102,kharghar,650.0,1.0,2,0.0,9231,Resale ,4,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6000150.0,Semi-Furnished
7103,7103,kharghar,1160.0,2.0,2,3.0,9224,Resale ,9,7,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10699840.0,Unfurnished
7104,7104,kharghar,1375.0,2.0,2,2.0,7345,Resale ,20,3,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10099375.0,Unfurnished
7105,7105,kharghar,1500.0,3.0,3,3.0,8667,Resale ,4,5,Unfurnished,11.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13000500.0,Unfurnished
7106,7106,kharghar,2200.0,3.0,3,3.0,6818,Resale ,7,4,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",14999600.0,Unfurnished
7107,7107,kharghar,1560.0,3.0,3,3.0,9936,Resale ,14,13,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15500160.0,Unfurnished
7108,7108,kharghar,690.0,1.0,1,1.0,6812,Resale ,7,3,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4700280.0,Unfurnished
7109,7109,kharghar,715.0,1.0,2,1.0,7692,Resale ,4,3,Semi-Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5499780.0,Semi-Furnished
7110,7110,kharghar,1230.0,2.0,2,2.0,10163,Resale ,17,13,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",12500490.0,Unfurnished
7111,7111,kharghar,935.0,2.0,2,2.0,10695,Resale ,7,1,Unfurnished,12.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9999825.0,Unfurnished
7112,7112,kharghar,650.0,1.0,1,1.0,5385,Resale ,4,4,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3500250.0,Unfurnished
7113,7113,kharghar,1525.0,3.0,3,3.0,11803,Resale ,21,4,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17999575.0,Unfurnished
7114,7114,kharghar,1040.0,2.0,2,2.0,7692,Resale ,13,3,Semi-Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7999680.0,Semi-Furnished
7115,7115,kharghar,1021.0,2.0,2,2.0,9696,Resale ,13,3,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9899616.0,Unfurnished
7116,7116,kharghar,815.0,2.0,2,2.0,10184,Resale ,3,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8299960.0,Unfurnished
7117,7117,kharghar,1370.0,3.0,3,2.0,9854,Resale ,18,2,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13499980.0,Unfurnished
7118,7118,kharghar,1206.0,2.0,2,2.0,8292,Resale ,22,12,Semi-Furnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000152.0,Semi-Furnished
7119,7119,kharghar,1100.0,2.0,2,2.0,6818,Resale ,7,7,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7499800.0,Unfurnished
7120,7120,kharghar,710.0,1.0,1,1.0,7465,Resale ,7,1,Semi-Furnished,15.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5300150.0,Semi-Furnished
7121,7121,kharghar,945.0,2.0,2,2.0,7407,Resale ,4,1,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6999615.0,Semi-Furnished
7122,7122,kharghar,1650.0,3.0,3,3.0,9697,Resale ,7,7,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",16000050.0,Semi-Furnished
7123,7123,kharghar,1785.0,3.0,3,3.0,10084,Resale ,21,6,Unfurnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17999940.0,Unfurnished
7124,7124,kharghar,1420.0,3.0,3,3.0,12324,Resale ,7,7,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17500080.0,Unfurnished
7125,7125,taloja,1111.0,2.0,2,2.0,8101,Resale ,16,16,Unfurnished,2.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9000211.0,Unfurnished
7126,7126,kharghar,680.0,1.0,1,1.0,7353,Resale ,7,2,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5000040.0,Semi-Furnished
7127,7127,panvel,1246.0,2.0,2,2.0,6661,Resale ,32,29,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8299606.0,Unfurnished
7128,7128,panvel,1245.0,2.0,2,2.0,5783,Resale ,39,16,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7199835.0,Unfurnished
7129,7129,panvel,820.0,2.0,2,2.0,5122,Resale ,4,3,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4200040.0,Unfurnished
7130,7130,kharghar,540.0,1.0,1,1.0,8519,Resale ,4,4,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4600260.0,Unfurnished
7131,7131,kharghar,425.0,0.5,1,0.0,6588,Resale ,4,3,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2799900.0,Unfurnished
7132,7132,kharghar,650.0,1.0,1,3.0,10769,Resale ,4,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6999850.0,Unfurnished
7133,7133,kharghar,650.0,1.0,1,1.0,6923,Resale ,7,5,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4499950.0,Unfurnished
7134,7134,kharghar,1000.0,2.0,2,2.0,8500,Resale ,4,3,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8500000.0,Unfurnished
7135,7135,kharghar,900.0,2.0,2,2.0,13889,Resale ,19,16,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",12500100.0,Unfurnished
7136,7136,kharghar,555.0,1.0,1,1.0,12613,Resale ,4,2,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7000215.0,Unfurnished
7137,7137,kharghar,1190.0,2.0,2,2.0,6723,Resale ,6,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8000370.0,Unfurnished
7138,7138,taloja,640.0,1.0,1,1.0,6094,Resale ,15,0,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3900160.0,Unfurnished
7139,7139,panvel,1482.0,3.0,3,2.0,7422,Resale ,11,0,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10999404.0,Unfurnished
7140,7140,panvel,1080.0,2.0,2,1.0,7407,Resale ,11,0,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7999560.0,Unfurnished
