,Unnamed: 0,Location,Carpet_Area,Bedrooms,Bathrooms,Balconies,PricePerSqft,Transaction_Type,Totals_Floors,PropertyOnFloor,Furnishing,AgeofConstruction,Amenities,Price,New_Furnishing
0,0,rabale,462.0,1.0,1,0.0,14069,Resale ,7,4,Semi-Furnished,9.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6499878.0,Semi-Furnished
1,1,juinagar,640.0,1.0,1,0.0,14531,Resale ,25,19,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9299840.0,Unfurnished
2,2,juinagar,550.0,1.0,1,0.0,7455,Resale ,4,3,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4100250.0,Unfurnished
3,3,panvel,850.0,2.0,2,3.0,9412,Resale ,4,3,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8000200.0,Semi-Furnished
4,4,panvel,600.0,1.0,1,0.0,9000,Resale ,4,2,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5400000.0,Semi-Furnished
5,5,juinagar,630.0,1.0,1,0.0,9683,Resale ,4,2,Unfurnished,15.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100290.0,Unfurnished
6,6,panvel,620.0,1.0,1,1.0,9839,Resale ,3,1,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100180.0,Furnished
7,7,nerul,465.0,1.0,1,0.0,18495,Resale ,5,4,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8600175.0,Unfurnished
8,8,panvel,400.0,0.5,1,1.0,4250,Resale ,5,3,Unfurnished,10.0,"Lift,Water Storage",1700000.0,Unfurnished
9,9,roadpali,700.0,1.0,1,1.0,7571,Resale ,16,8,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5299700.0,Unfurnished
10,10,panvel,800.0,2.0,1,1.0,8500,Resale ,3,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6800000.0,Unfurnished
11,11,panvel,680.0,1.0,1,1.0,7353,Resale ,9,5,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5000040.0,Unfurnished
12,12,panvel,1863.0,3.0,4,1.0,14493,Resale ,32,9,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",27000459.0,Unfurnished
13,13,panvel,750.0,2.0,2,3.0,8533,Resale ,4,3,Semi-Furnished,3.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6399750.0,Semi-Furnished
14,14,panvel,1125.0,3.0,3,0.0,6756,Resale ,4,4,Semi-Furnished,2.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7600500.0,Semi-Furnished
15,15,juinagar,1050.0,2.0,3,2.0,8190,Resale ,4,3,Furnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8599500.0,Furnished
16,16,panvel,584.0,1.0,1,1.0,6164,Resale ,2,0,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3599776.0,Unfurnished
17,17,panvel,2660.0,4.0,4,2.0,5677,Resale ,4,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",15100820.0,Semi-Furnished
18,18,juinagar,1500.0,2.0,1,0.0,5400,Resale ,4,2,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8100000.0,Unfurnished
19,19,kharghar,575.0,1.0,1,1.0,11478,Resale ,3,3,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6599850.0,Unfurnished
20,20,kharghar,2800.0,6.0,6,6.0,21607,Resale ,13,5,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",60499600.0,Unfurnished
21,21,juinagar,500.0,1.0,2,0.0,12200,Resale ,4,4,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100000.0,Semi-Furnished
22,22,juinagar,535.0,1.0,1,1.0,13271,Resale ,3,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7099985.0,Semi-Furnished
23,23,panvel,775.0,2.0,2,1.0,9161,Resale ,4,4,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7099775.0,Unfurnished
24,24,nagothane,420.0,1.0,1,0.0,1905,Resale ,2,1,Unfurnished,10.0,"Lift,Water Storage",800100.0,Unfurnished
25,25,panvel,524.0,1.0,1,0.0,7824,Resale ,3,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4099776.0,Unfurnished
26,26,panvel,1250.0,2.0,2,1.0,6400,Resale ,7,7,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8000000.0,Semi-Furnished
27,27,kharghar,495.0,1.0,1,0.0,17374,Resale ,35,28,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8600130.0,Unfurnished
28,28,kharghar,1100.0,2.0,2,2.0,8455,Resale ,17,12,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9300500.0,Unfurnished
29,29,kharghar,500.0,1.0,1,1.0,3800,Resale ,4,2,Unfurnished,5.0,"Lift,Water Storage",1900000.0,Unfurnished
30,30,kharghar,1400.0,2.0,2,2.0,12500,Resale ,22,13,Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17500000.0,Furnished
31,31,kharghar,390.0,0.5,1,0.0,9231,Resale ,4,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3600090.0,Unfurnished
32,32,kharghar,550.0,1.0,1,1.0,17455,Resale ,12,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",9600250.0,Unfurnished
33,33,kharghar,470.0,0.5,1,0.0,5532,Resale ,12,11,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2600040.0,Unfurnished
34,34,kharghar,476.0,1.0,1,0.0,10084,Resale ,14,14,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4799984.0,Unfurnished
35,35,panvel,735.0,2.0,2,0.0,5306,Resale ,4,3,Unfurnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3899910.0,Unfurnished
36,36,kharghar,325.0,0.5,1,0.0,9538,Resale ,4,2,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3099850.0,Unfurnished
37,37,kharghar,1045.0,2.0,2,1.0,6794,Resale ,7,4,Semi-Furnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7099730.0,Semi-Furnished
38,38,kharghar,625.0,1.0,1,1.0,7840,Resale ,8,6,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4900000.0,Unfurnished
39,39,kharghar,1500.0,3.0,3,3.0,11067,Resale ,16,4,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",16600500.0,Semi-Furnished
40,40,kharghar,1100.0,2.0,2,2.0,9091,Resale ,7,3,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",10000100.0,Semi-Furnished
41,41,kharghar,1000.0,2.0,2,2.0,8100,Resale ,7,7,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8100000.0,Unfurnished
42,42,kharghar,1425.0,3.0,3,3.0,9544,Resale ,16,9,Unfurnished,4.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",13600200.0,Unfurnished
43,43,kharghar,675.0,1.0,2,0.0,8148,Resale ,4,2,Semi-Furnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5499900.0,Semi-Furnished
44,44,kalamboli,600.0,1.0,1,2.0,8500,Resale ,7,4,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5100000.0,Unfurnished
45,45,taloja,600.0,1.0,1,2.0,6000,Resale ,7,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3600000.0,Semi-Furnished
46,46,kharghar,680.0,1.0,1,1.0,7500,Resale ,4,3,Semi-Furnished,1.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5100000.0,Semi-Furnished
47,47,kharghar,425.0,1.0,1,1.0,9412,Resale ,7,3,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4000100.0,Unfurnished
48,48,kharghar,1445.0,3.0,3,3.0,14187,Resale ,14,11,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",20500215.0,Semi-Furnished
49,49,juinagar,500.0,1.0,1,1.0,14600,Resale ,3,2,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7300000.0,Furnished
50,50,roadpali,700.0,1.0,1,1.0,7571,Resale ,16,6,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5299700.0,Unfurnished
51,51,roadpali,1100.0,2.0,2,3.0,7364,Resale ,12,4,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8100400.0,Unfurnished
52,52,roadpali,1100.0,2.0,2,2.0,7364,Resale ,13,5,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8100400.0,Semi-Furnished
53,53,kalamboli,1100.0,2.0,2,1.0,5545,Resale ,7,5,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6099500.0,Furnished
54,54,kalamboli,600.0,1.0,1,2.0,10167,Resale ,15,12,Unfurnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6100200.0,Unfurnished
55,55,kharghar,1275.0,2.0,2,2.0,19686,Resale ,21,8,Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",25099650.0,Furnished
56,56,kharghar,1020.0,2.0,2,2.0,8137,Resale ,14,7,Unfurnished,9.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",8299740.0,Unfurnished
57,57,kharghar,775.0,2.0,2,2.0,11226,Resale ,14,9,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",8700150.0,Unfurnished
58,58,taloja,720.0,1.0,1,0.0,4444,Resale ,6,2,Semi-Furnished,5.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3199680.0,Semi-Furnished
59,59,nerul,900.0,2.0,2,1.0,19556,Resale ,7,1,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17600400.0,Semi-Furnished
60,60,kharghar,1625.0,3.0,3,3.0,10831,Resale ,30,11,Unfurnished,6.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Club House,Intercom,Maintenance Staff,Power Backup,Jogging Track,Bank ATM",17600375.0,Unfurnished
61,61,kharghar,560.0,1.0,1,1.0,10714,Resale ,8,12,Unfurnished,8.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5999840.0,Unfurnished
62,62,kharghar,580.0,1.0,1,3.0,10000,Resale ,7,1,Unfurnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5800000.0,Unfurnished
63,63,dighe,615.0,2.0,1,0.0,5691,Resale ,6,3,Semi-Furnished,10.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3499965.0,Semi-Furnished
64,64,dronagiri,1080.0,2.0,2,4.0,5787,New Property ,15,7,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6249960.0,Unfurnished
65,65,dronagiri,1080.0,2.0,2,4.0,4650,Resale ,15,9,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5022000.0,Unfurnished
66,66,dronagiri,750.0,1.0,2,3.0,5629,New Property ,15,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4221750.0,Unfurnished
67,67,dronagiri,750.0,1.0,2,3.0,4649,New Property ,15,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3486750.0,Unfurnished
68,68,dronagiri,630.0,1.0,1,3.0,4921,New Property ,6,4,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3100230.0,Unfurnished
69,69,dronagiri,1050.0,2.0,2,4.0,5186,New Property ,7,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5445300.0,Unfurnished
70,70,dronagiri,1050.0,2.0,2,4.0,4414,New Property ,7,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4634700.0,Unfurnished
71,71,dronagiri,678.0,1.0,2,3.0,5174,New Property ,7,6,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3507972.0,Unfurnished
72,72,dronagiri,650.0,1.0,2,4.0,4552,New Property ,7,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2958800.0,Unfurnished
73,73,dronagiri,1025.0,2.0,2,9.0,6398,New Property ,15,9,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6557950.0,Unfurnished
74,74,dronagiri,1025.0,2.0,2,4.0,6184,New Property ,15,9,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6338600.0,Unfurnished
75,75,dronagiri,660.0,1.0,1,3.0,6735,New Property ,15,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4445100.0,Unfurnished
76,76,dronagiri,660.0,1.0,1,3.0,6280,New Property ,15,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4144800.0,Unfurnished
77,77,dronagiri,990.0,2.0,2,4.0,6019,New Property ,7,4,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5958810.0,Unfurnished
78,78,dronagiri,990.0,2.0,2,4.0,5390,New Property ,7,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5336100.0,Unfurnished
79,79,dronagiri,690.0,1.0,1,3.0,5855,New Property ,7,4,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4039950.0,Unfurnished
80,80,dronagiri,690.0,1.0,1,3.0,5428,New Property ,7,4,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3745320.0,Unfurnished
81,81,dronagiri,955.0,2.0,2,4.0,6021,New Property ,7,3,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5750055.0,Unfurnished
82,82,dronagiri,955.0,2.0,2,4.0,5380,New Property ,7,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5137900.0,Unfurnished
83,83,dronagiri,670.0,1.0,1,3.0,5878,New Property ,7,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3938260.0,Unfurnished
84,84,dronagiri,670.0,1.0,1,3.0,5443,New Property ,7,4,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3646810.0,Unfurnished
85,85,dronagiri,945.0,2.0,2,4.0,5608,New Property ,7,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5299560.0,Unfurnished
86,86,dronagiri,945.0,2.0,2,4.0,5059,New Property ,7,6,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4780755.0,Unfurnished
87,87,dronagiri,640.0,1.0,1,3.0,5555,New Property ,7,2,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3555200.0,Unfurnished
88,88,dronagiri,640.0,1.0,1,3.0,5144,New Property ,7,2,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3292160.0,Unfurnished
89,89,dronagiri,640.0,1.0,1,3.0,5247,New Property ,7,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3358080.0,Unfurnished
90,90,dronagiri,635.0,1.0,1,3.0,4720,Resale ,7,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2997200.0,Unfurnished
91,91,dronagiri,685.0,1.0,1,3.0,4672,New Property ,4,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3200320.0,Unfurnished
92,92,dronagiri,685.0,1.0,1,3.0,4200,New Property ,4,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2877000.0,Unfurnished
93,93,dronagiri,690.0,1.0,1,3.0,5217,New Property ,7,3,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3599730.0,Unfurnished
94,94,dronagiri,415.0,1.0,1,3.0,8080,New Property ,7,4,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3353200.0,Unfurnished
95,95,dronagiri,400.0,0.5,1,2.0,6500,New Property ,7,4,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2600000.0,Unfurnished
96,96,dronagiri,400.0,0.5,1,2.0,5563,New Property ,7,4,Unfurnished,7.0,"Lift,Water Storage",2225200.0,Unfurnished
97,97,dronagiri,675.0,1.0,1,3.0,5333,New Property ,7,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3599775.0,Unfurnished
98,98,dronagiri,675.0,1.0,1,2.0,5052,New Property ,7,3,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3410100.0,Unfurnished
99,99,dronagiri,650.0,1.0,1,3.0,5231,New Property ,4,2,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3400150.0,Unfurnished
100,100,dronagiri,650.0,1.0,1,3.0,4415,New Property ,4,2,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2869750.0,Unfurnished
101,101,dronagiri,400.0,0.5,1,3.0,5750,New Property ,4,3,Unfurnished,7.0,"Lift,Water Storage",2300000.0,Unfurnished
102,102,dronagiri,400.0,0.5,1,2.0,4800,New Property ,4,2,Unfurnished,7.0,"Lift,Water Storage",1920000.0,Unfurnished
103,103,dronagiri,700.0,1.0,1,3.0,6000,New Property ,15,9,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4200000.0,Unfurnished
104,104,dronagiri,699.0,1.0,1,3.0,5293,New Property ,7,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3699807.0,Unfurnished
105,105,dronagiri,700.0,1.0,1,3.0,5286,New Property ,15,7,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3700200.0,Unfurnished
106,106,dronagiri,699.0,1.0,2,3.0,4828,New Property ,7,6,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3374772.0,Unfurnished
107,107,dronagiri,1190.0,2.0,2,4.0,5966,New Property ,16,9,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7099540.0,Unfurnished
108,108,dronagiri,1190.0,2.0,2,4.0,5630,New Property ,16,5,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",6699700.0,Unfurnished
109,109,dronagiri,720.0,1.0,1,3.0,7083,New Property ,16,8,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5099760.0,Unfurnished
110,110,dronagiri,720.0,0.5,1,3.0,6250,New Property ,16,7,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4500000.0,Unfurnished
111,111,dronagiri,715.0,0.5,1,3.0,6713,New Property ,19,9,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4799795.0,Unfurnished
112,112,dronagiri,1120.0,2.0,2,4.0,6339,New Property ,19,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",7099680.0,Unfurnished
113,113,dronagiri,1150.0,2.0,2,3.0,4848,New Property ,19,10,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5575200.0,Unfurnished
114,114,dronagiri,730.0,1.0,1,3.0,4829,New Property ,19,7,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3525170.0,Unfurnished
115,115,dronagiri,1150.0,2.0,2,4.0,6783,New Property ,20,7,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Open Parking,Piped Gas,Swimming Pool,Wifi,Garden,Park,Power Backup",7800450.0,Unfurnished
116,116,dronagiri,953.0,2.0,2,4.0,10000,New Property ,19,7,Unfurnished,0.5,"Lift,Water Storage",9236564.0,Unfurnished
117,117,dronagiri,953.0,3.0,3,5.0,10000,New Property ,19,7,Unfurnished,7.0,"Lift,Water Storage",9236564.0,Unfurnished
118,118,dronagiri,840.0,1.0,2,3.0,6548,Resale ,12,1,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5500320.0,Unfurnished
119,119,dronagiri,699.0,1.0,2,3.0,5114,New Property ,12,2,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3574686.0,Unfurnished
120,120,dronagiri,710.0,1.0,1,3.0,4750,New Property ,13,6,Unfurnished,0.5,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3372500.0,Unfurnished
121,121,dronagiri,650.0,1.0,1,3.0,4500,New Property ,7,2,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",2925000.0,Unfurnished
122,122,dronagiri,1080.0,2.0,2,4.0,4650,New Property ,12,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM,Waste Disposal,Cover Parking,Piped Gas,Swimming Pool",5022000.0,Unfurnished
123,123,dronagiri,750.0,1.0,1,3.0,4650,New Property ,12,5,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",3487500.0,Unfurnished
124,124,dronagiri,1050.0,2.0,2,4.0,4700,New Property ,7,2,Unfurnished,7.0,"Lift,Water Storage,Security,Vaastu Compliant,GYM",4935000.0,Unfurnished
